date,supplier_id,supplier_name,region,product_category,lead_time_days,lead_time_std_days,reliability_score,geopolitical_risk_index,port_congestion_index,weather_risk_index,weather_risk_level,commodity_price_index,price_swing_pct,days_since_last_disruption,average_cost_per_unit,annual_volume_units,single_source,reliability_risk,lead_time_risk,lead_time_variability,geopolitical_risk,weather_risk,price_volatility,disruption_recency,composite_index,disrupted,target_disruption_7d,label_valid
2026-06-05,SUP_011,Mekong Packaging,Southeast Asia,Packaging,25,4.6,0.854,60.3,57.5,70.5,high,99.52,0.72,999,19.77,30180,0,0.146,0.1875,0.368,0.5946,0.705,0.0288,0.0,29.3934,0,0,True
2026-06-06,SUP_011,Mekong Packaging,Southeast Asia,Packaging,25,4.6,0.854,52.8,61.4,71.1,high,100.81,1.29,999,19.77,30180,0,0.146,0.1875,0.368,0.5538,0.711,0.0516,0.0,29.0166,0,0,True
2026-06-07,SUP_011,Mekong Packaging,Southeast Asia,Packaging,25,4.6,0.854,50.1,64.6,100.0,high,101.82,2.29,999,19.77,30180,0,0.146,0.1875,0.368,0.5445,1.0,0.0916,0.0,33.3752,0,0,True
2026-06-08,SUP_011,Mekong Packaging,Southeast Asia,Packaging,25,4.6,0.854,55.0,73.2,100.0,high,102.3,2.77,999,19.77,30180,0,0.146,0.1875,0.368,0.6046,1.0,0.1108,0.0,34.6874,0,0,True
2026-06-09,SUP_011,Mekong Packaging,Southeast Asia,Packaging,25,4.6,0.854,60.6,66.8,100.0,high,102.59,3.05,999,19.77,30180,0,0.146,0.1875,0.368,0.6246,1.0,0.122,0.0,35.1818,0,0,True
2026-06-10,SUP_011,Mekong Packaging,Southeast Asia,Packaging,25,4.6,0.854,64.2,59.8,100.0,high,102.52,3.04,999,19.77,30180,0,0.146,0.1875,0.368,0.6288,1.0,0.1216,0.0,35.2526,0,0,True
2026-06-11,SUP_011,Mekong Packaging,Southeast Asia,Packaging,25,4.6,0.854,64.0,55.3,100.0,high,101.57,3.04,999,19.77,30180,0,0.146,0.1875,0.368,0.6139,1.0,0.1216,0.0,34.9844,0,0,True
2026-06-12,SUP_011,Mekong Packaging,Southeast Asia,Packaging,25,4.6,0.854,54.1,53.9,100.0,high,101.4,3.04,999,19.77,30180,0,0.146,0.1875,0.368,0.5404,1.0,0.1216,0.0,33.6614,0,0,True
2026-06-13,SUP_011,Mekong Packaging,Southeast Asia,Packaging,25,4.6,0.854,54.0,41.7,100.0,high,101.48,3.04,999,19.77,30180,0,0.146,0.1875,0.368,0.5031,1.0,0.1216,0.0,32.99,0,0,True
2026-06-14,SUP_011,Mekong Packaging,Southeast Asia,Packaging,25,4.6,0.854,45.7,42.6,80.9,high,101.65,3.04,999,19.77,30180,0,0.146,0.1875,0.368,0.4477,0.809,0.1216,0.0,29.3188,0,0,True
2026-06-15,SUP_011,Mekong Packaging,Southeast Asia,Packaging,25,4.6,0.854,37.5,41.6,70.4,high,102.01,3.03,999,19.77,30180,0,0.146,0.1875,0.368,0.3873,0.704,0.1212,0.0,26.7568,0,0,True
2026-06-16,SUP_011,Mekong Packaging,Southeast Asia,Packaging,25,4.6,0.854,38.7,47.7,69.0,high,102.71,3.15,999,19.77,30180,0,0.146,0.1875,0.368,0.414,0.69,0.126,0.0,27.099,0,0,True
2026-06-17,SUP_011,Mekong Packaging,Southeast Asia,Packaging,25,4.6,0.854,41.1,50.7,75.5,high,102.18,3.15,999,19.77,30180,0,0.146,0.1875,0.368,0.4398,0.755,0.126,0.0,28.4734,0,0,True
2026-06-18,SUP_011,Mekong Packaging,Southeast Asia,Packaging,25,4.6,0.854,44.9,48.2,72.0,high,101.67,3.15,999,19.77,30180,0,0.146,0.1875,0.368,0.4589,0.72,0.126,0.0,28.3272,0,0,True
2026-06-19,SUP_011,Mekong Packaging,Southeast Asia,Packaging,25,4.6,0.854,46.2,52.3,66.6,high,102.77,3.2,999,19.77,30180,0,0.146,0.1875,0.368,0.4803,0.666,0.128,0.0,27.9804,0,0,True
2026-06-20,SUP_011,Mekong Packaging,Southeast Asia,Packaging,25,4.6,0.854,47.5,56.5,63.1,medium,103.35,3.77,999,19.77,30180,0,0.146,0.1875,0.368,0.502,0.631,0.1508,0.0,28.1546,0,0,True
2026-06-21,SUP_011,Mekong Packaging,Southeast Asia,Packaging,25,4.6,0.854,41.4,52.2,72.0,high,103.05,3.77,999,19.77,30180,0,0.146,0.1875,0.368,0.4464,0.72,0.1508,0.0,28.3998,0,0,True
2026-06-22,SUP_011,Mekong Packaging,Southeast Asia,Packaging,25,4.6,0.854,40.4,50.0,80.9,high,102.97,3.77,999,19.77,30180,0,0.146,0.1875,0.368,0.4328,0.809,0.1508,0.0,29.401,0,0,True
2026-06-23,SUP_011,Mekong Packaging,Southeast Asia,Packaging,25,4.6,0.854,32.9,39.1,70.0,high,102.9,3.77,999,19.77,30180,0,0.146,0.1875,0.368,0.3476,0.7,0.1508,0.0,26.3414,0,0,True
2026-06-24,SUP_011,Mekong Packaging,Southeast Asia,Packaging,25,4.6,0.854,24.2,35.7,61.8,medium,102.92,3.76,999,19.77,30180,0,0.146,0.1875,0.368,0.2765,0.618,0.1504,0.0,23.9088,0,0,True
2026-06-25,SUP_011,Mekong Packaging,Southeast Asia,Packaging,25,4.6,0.854,29.8,34.7,65.4,high,103.28,3.76,999,19.77,30180,0,0.146,0.1875,0.368,0.3127,0.654,0.1504,0.0,25.0644,0,0,True
2026-06-26,SUP_011,Mekong Packaging,Southeast Asia,Packaging,25,4.6,0.854,27.4,38.1,78.7,high,105.2,5.57,999,19.77,30180,0,0.146,0.1875,0.368,0.3061,0.787,0.2228,0.0,27.6764,0,0,True
2026-06-27,SUP_011,Mekong Packaging,Southeast Asia,Packaging,25,4.6,0.854,33.1,35.7,85.1,high,105.34,5.7,999,19.77,30180,0,0.146,0.1875,0.368,0.3388,0.851,0.228,0.0,29.2234,0,0,True
2026-06-28,SUP_011,Mekong Packaging,Southeast Asia,Packaging,25,4.6,0.854,39.1,35.9,67.7,high,105.85,6.19,999,19.77,30180,0,0.146,0.1875,0.368,0.3814,0.677,0.2476,0.0,27.7894,0,0,True
2026-06-29,SUP_011,Mekong Packaging,Southeast Asia,Packaging,25,4.6,0.854,36.0,32.3,63.9,medium,104.57,6.19,999,19.77,30180,0,0.146,0.1875,0.368,0.3489,0.639,0.2476,0.0,26.6724,0,1,True
2026-06-30,SUP_011,Mekong Packaging,Southeast Asia,Packaging,25,4.6,0.854,54.8,36.6,54.8,medium,104.2,6.19,999,19.77,30180,0,0.146,0.1875,0.368,0.4934,0.548,0.2476,0.0,27.9994,0,1,True
2026-07-01,SUP_011,Mekong Packaging,Southeast Asia,Packaging,25,4.6,0.854,51.5,41.6,54.1,medium,105.13,6.18,999,19.77,30180,0,0.146,0.1875,0.368,0.4853,0.541,0.2472,0.0,27.7508,0,1,True
2026-07-02,SUP_011,Mekong Packaging,Southeast Asia,Packaging,25,4.6,0.854,43.1,45.7,70.9,high,105.44,6.16,999,19.77,30180,0,0.146,0.1875,0.368,0.4388,0.709,0.2464,0.0,29.2562,0,1,True
2026-07-03,SUP_011,Mekong Packaging,Southeast Asia,Packaging,25,4.6,0.854,45.3,47.2,55.5,medium,102.11,6.16,999,19.77,30180,0,0.146,0.1875,0.368,0.4587,0.555,0.2464,0.0,27.4584,0,1,True
2026-07-04,SUP_011,Mekong Packaging,Southeast Asia,Packaging,25,4.6,0.854,44.3,40.2,42.2,medium,102.62,6.15,999,19.77,30180,0,0.146,0.1875,0.368,0.4307,0.422,0.246,0.0,25.0876,0,1,True
2026-07-05,SUP_011,Mekong Packaging,Southeast Asia,Packaging,25,4.6,0.854,43.6,39.2,39.4,low,104.07,4.89,999,19.77,30180,0,0.146,0.1875,0.368,0.4228,0.394,0.1956,0.0,23.9486,0,1,True
2026-07-06,SUP_011,Mekong Packaging,Southeast Asia,Packaging,25,4.6,0.854,54.5,39.4,47.7,medium,102.56,4.32,999,19.77,30180,0,0.146,0.1875,0.368,0.4997,0.477,0.1728,0.0,26.2212,1,0,True
2026-07-07,SUP_011,Mekong Packaging,Southeast Asia,Packaging,25,4.6,0.854,47.2,39.6,57.1,medium,103.71,4.31,1,19.77,30180,0,0.146,0.1875,0.368,0.4492,0.571,0.1724,0.9672,42.0989,0,1,True
2026-07-08,SUP_011,Mekong Packaging,Southeast Asia,Packaging,25,4.6,0.854,50.0,42.3,62.3,medium,101.61,4.32,2,19.77,30180,0,0.146,0.1875,0.368,0.4769,0.623,0.1728,0.9355,42.8229,0,1,True
2026-07-09,SUP_011,Mekong Packaging,Southeast Asia,Packaging,25,4.6,0.854,45.8,51.7,73.1,high,102.32,4.32,3,19.77,30180,0,0.146,0.1875,0.368,0.4757,0.731,0.1728,0.9048,43.8226,0,1,True
2026-07-10,SUP_011,Mekong Packaging,Southeast Asia,Packaging,25,4.6,0.854,51.3,56.5,54.0,medium,102.32,4.32,4,19.77,30180,0,0.146,0.1875,0.368,0.5286,0.54,0.1728,0.8752,41.6262,0,1,True
2026-07-11,SUP_011,Mekong Packaging,Southeast Asia,Packaging,25,4.6,0.854,53.1,51.1,67.0,high,100.53,5.16,5,19.77,30180,0,0.146,0.1875,0.368,0.525,0.67,0.2064,0.8465,43.3255,0,1,True
2026-07-12,SUP_011,Mekong Packaging,Southeast Asia,Packaging,25,4.6,0.854,55.0,55.2,62.9,medium,100.87,5.16,6,19.77,30180,0,0.146,0.1875,0.368,0.5506,0.629,0.2064,0.8187,42.7683,0,1,True
2026-07-13,SUP_011,Mekong Packaging,Southeast Asia,Packaging,25,4.6,0.854,50.3,58.6,69.4,high,101.74,5.16,7,19.77,30180,0,0.146,0.1875,0.368,0.5279,0.694,0.2064,0.7919,42.8402,0,1,True
2026-07-14,SUP_011,Mekong Packaging,Southeast Asia,Packaging,25,4.6,0.854,31.5,53.8,55.3,medium,102.02,5.16,8,19.77,30180,0,0.146,0.1875,0.368,0.3819,0.553,0.2064,0.7659,37.8229,1,0,True
2026-07-15,SUP_011,Mekong Packaging,Southeast Asia,Packaging,25,4.6,0.854,36.8,58.4,57.0,medium,102.46,5.16,1,19.77,30180,0,0.146,0.1875,0.368,0.4328,0.57,0.2064,0.9672,42.1977,0,0,True
2026-07-16,SUP_011,Mekong Packaging,Southeast Asia,Packaging,25,4.6,0.854,45.4,57.1,60.5,medium,102.15,5.16,2,19.77,30180,0,0.146,0.1875,0.368,0.4891,0.605,0.2064,0.9355,43.1937,0,0,True
2026-07-17,SUP_011,Mekong Packaging,Southeast Asia,Packaging,25,4.6,0.854,46.6,49.3,71.6,high,100.74,5.16,3,19.77,30180,0,0.146,0.1875,0.368,0.4741,0.716,0.2064,0.9048,43.987,0,0,True
2026-07-18,SUP_011,Mekong Packaging,Southeast Asia,Packaging,25,4.6,0.854,41.0,52.6,54.5,medium,101.26,5.16,4,19.77,30180,0,0.146,0.1875,0.368,0.4448,0.545,0.2064,0.8752,40.591,0,0,True
2026-07-19,SUP_011,Mekong Packaging,Southeast Asia,Packaging,25,4.6,0.854,42.2,54.1,56.6,medium,102.59,5.17,5,19.77,30180,0,0.146,0.1875,0.368,0.4577,0.566,0.2068,0.8465,40.6629,0,0,True
2026-07-20,SUP_011,Mekong Packaging,Southeast Asia,Packaging,25,4.6,0.854,53.1,53.0,47.9,medium,103.45,5.17,6,19.77,30180,0,0.146,0.1875,0.368,0.5307,0.479,0.2068,0.8187,40.3149,0,0,True
2026-07-21,SUP_011,Mekong Packaging,Southeast Asia,Packaging,25,4.6,0.854,51.3,53.1,56.1,medium,101.94,5.17,7,19.77,30180,0,0.146,0.1875,0.368,0.5184,0.561,0.2068,0.7919,40.812,0,0,True
2026-07-22,SUP_011,Mekong Packaging,Southeast Asia,Packaging,25,4.6,0.854,56.2,49.6,64.8,medium,100.79,5.17,8,19.77,30180,0,0.146,0.1875,0.368,0.5422,0.648,0.2068,0.7659,42.0431,0,0,True
2026-07-23,SUP_011,Mekong Packaging,Southeast Asia,Packaging,25,4.6,0.854,50.0,53.6,76.0,high,100.15,5.54,9,19.77,30180,0,0.146,0.1875,0.368,0.5108,0.76,0.2216,0.7408,42.8217,0,0,True
2026-07-24,SUP_011,Mekong Packaging,Southeast Asia,Packaging,25,4.6,0.854,48.0,53.6,67.6,high,98.94,6.73,10,19.77,30180,0,0.146,0.1875,0.368,0.4968,0.676,0.2692,0.7165,41.5763,0,0,True
2026-07-25,SUP_011,Mekong Packaging,Southeast Asia,Packaging,25,4.6,0.854,49.4,54.7,74.8,high,98.98,6.74,11,19.77,30180,0,0.146,0.1875,0.368,0.5099,0.748,0.2696,0.693,42.449,0,0,True
2026-07-26,SUP_011,Mekong Packaging,Southeast Asia,Packaging,25,4.6,0.854,49.6,56.6,84.2,high,99.27,6.75,12,19.77,30180,0,0.146,0.1875,0.368,0.517,0.842,0.27,0.6703,43.5341,0,1,True
2026-07-27,SUP_011,Mekong Packaging,Southeast Asia,Packaging,25,4.6,0.854,44.2,50.3,63.4,medium,98.19,7.5,13,19.77,30180,0,0.146,0.1875,0.368,0.4603,0.634,0.3,0.6483,39.6099,0,1,True
2026-07-28,SUP_011,Mekong Packaging,Southeast Asia,Packaging,25,4.6,0.854,39.5,46.3,68.7,high,98.78,7.12,14,19.77,30180,0,0.146,0.1875,0.368,0.4154,0.687,0.2848,0.6271,39.0212,0,1,True
2026-07-29,SUP_011,Mekong Packaging,Southeast Asia,Packaging,25,4.6,0.854,43.9,36.0,75.9,high,99.23,7.13,15,19.77,30180,0,0.146,0.1875,0.368,0.4153,0.759,0.2852,0.6065,39.7033,0,1,True
2026-07-30,SUP_011,Mekong Packaging,Southeast Asia,Packaging,25,4.6,0.854,48.7,41.8,70.0,high,98.82,7.14,16,19.77,30180,0,0.146,0.1875,0.368,0.4663,0.7,0.2856,0.5866,39.4819,0,1,True
2026-07-31,SUP_011,Mekong Packaging,Southeast Asia,Packaging,25,4.6,0.854,54.2,37.4,56.8,medium,98.69,7.16,17,19.77,30180,0,0.146,0.1875,0.368,0.4916,0.568,0.2864,0.5674,37.7912,0,1,True
2026-08-01,SUP_011,Mekong Packaging,Southeast Asia,Packaging,25,4.6,0.854,60.4,40.7,66.8,high,97.21,6.79,18,19.77,30180,0,0.146,0.1875,0.368,0.5449,0.668,0.2716,0.5488,39.6754,0,1,True
2026-08-02,SUP_011,Mekong Packaging,Southeast Asia,Packaging,25,4.6,0.854,57.6,44.8,54.5,medium,96.96,7.05,19,19.77,30180,0,0.146,0.1875,0.368,0.5376,0.545,0.282,0.5308,37.6589,1,0,True
2026-08-03,SUP_011,Mekong Packaging,Southeast Asia,Packaging,25,4.6,0.854,53.2,49.5,54.7,medium,96.96,7.06,1,19.77,30180,0,0.146,0.1875,0.368,0.5209,0.547,0.2824,0.9672,44.3735,0,1,True
2026-08-04,SUP_011,Mekong Packaging,Southeast Asia,Packaging,25,4.6,0.854,57.3,44.0,56.2,medium,97.09,6.72,2,19.77,30180,0,0.146,0.1875,0.368,0.5331,0.562,0.2688,0.9355,44.1325,0,1,True
2026-08-05,SUP_011,Mekong Packaging,Southeast Asia,Packaging,25,4.6,0.854,57.8,45.3,64.3,medium,97.38,6.73,3,19.77,30180,0,0.146,0.1875,0.368,0.5405,0.643,0.2692,0.9048,44.9138,0,1,True
2026-08-06,SUP_011,Mekong Packaging,Southeast Asia,Packaging,25,4.6,0.854,50.2,55.6,57.9,medium,97.56,6.49,4,19.77,30180,0,0.146,0.1875,0.368,0.5182,0.579,0.2596,0.8752,43.0266,0,1,True
2026-08-07,SUP_011,Mekong Packaging,Southeast Asia,Packaging,25,4.6,0.854,43.5,64.5,52.6,medium,97.36,6.5,5,19.77,30180,0,0.146,0.1875,0.368,0.498,0.526,0.26,0.8465,41.4667,0,1,True
2026-08-08,SUP_011,Mekong Packaging,Southeast Asia,Packaging,25,4.6,0.854,45.0,68.3,55.9,medium,97.58,6.51,6,19.77,30180,0,0.146,0.1875,0.368,0.5199,0.559,0.2604,0.8187,41.8837,0,1,True
2026-08-09,SUP_011,Mekong Packaging,Southeast Asia,Packaging,25,4.6,0.854,43.1,68.1,66.7,high,98.34,6.52,7,19.77,30180,0,0.146,0.1875,0.368,0.506,0.667,0.2608,0.7919,42.7208,0,1,True
2026-08-10,SUP_011,Mekong Packaging,Southeast Asia,Packaging,25,4.6,0.854,42.2,60.8,86.7,high,98.27,6.52,8,19.77,30180,0,0.146,0.1875,0.368,0.4778,0.867,0.2608,0.7659,44.5979,1,0,True
2026-08-11,SUP_011,Mekong Packaging,Southeast Asia,Packaging,25,4.6,0.854,46.7,63.7,66.6,high,98.51,6.53,1,19.77,30180,0,0.146,0.1875,0.368,0.518,0.666,0.2612,0.9672,45.7329,0,0,True
2026-08-12,SUP_011,Mekong Packaging,Southeast Asia,Packaging,25,4.6,0.854,49.0,61.6,68.4,high,98.37,6.53,2,19.77,30180,0,0.146,0.1875,0.368,0.5278,0.684,0.2612,0.9355,45.6539,0,0,True
2026-08-13,SUP_011,Mekong Packaging,Southeast Asia,Packaging,25,4.6,0.854,53.6,63.5,56.7,medium,97.88,6.54,3,19.77,30180,0,0.146,0.1875,0.368,0.5657,0.567,0.2616,0.9048,44.2122,0,0,True
2026-08-14,SUP_011,Mekong Packaging,Southeast Asia,Packaging,25,4.6,0.854,42.1,58.9,67.5,high,98.27,6.55,4,19.77,30180,0,0.146,0.1875,0.368,0.4714,0.675,0.262,0.8752,43.557,0,0,True
2026-08-15,SUP_011,Mekong Packaging,Southeast Asia,Packaging,25,4.6,0.854,42.7,57.4,57.4,medium,97.85,6.56,5,19.77,30180,0,0.146,0.1875,0.368,0.4711,0.574,0.2624,0.8465,41.6833,0,0,True
2026-08-16,SUP_011,Mekong Packaging,Southeast Asia,Packaging,25,4.6,0.854,45.3,57.9,52.3,medium,98.14,6.57,6,19.77,30180,0,0.146,0.1875,0.368,0.4908,0.523,0.2628,0.8187,40.8847,0,0,True
2026-08-17,SUP_011,Mekong Packaging,Southeast Asia,Packaging,25,4.6,0.854,37.0,58.8,49.3,medium,98.17,6.57,7,19.77,30180,0,0.146,0.1875,0.368,0.4354,0.493,0.2628,0.7919,39.038,0,0,True
2026-08-18,SUP_011,Mekong Packaging,Southeast Asia,Packaging,25,4.6,0.854,34.0,60.8,51.7,medium,97.94,6.58,8,19.77,30180,0,0.146,0.1875,0.368,0.4204,0.517,0.2632,0.7659,38.6935,0,0,True
2026-08-19,SUP_011,Mekong Packaging,Southeast Asia,Packaging,25,4.6,0.854,30.6,56.9,57.3,medium,97.69,5.06,9,19.77,30180,0,0.146,0.1875,0.368,0.3849,0.573,0.2024,0.7408,37.7071,0,0,True
2026-08-20,SUP_011,Mekong Packaging,Southeast Asia,Packaging,25,4.6,0.854,31.8,49.5,63.0,medium,97.3,3.9,10,19.77,30180,0,0.146,0.1875,0.368,0.3711,0.63,0.156,0.7165,37.3113,0,0,True
2026-08-21,SUP_011,Mekong Packaging,Southeast Asia,Packaging,25,4.6,0.854,40.5,58.9,62.7,medium,96.05,4.18,11,19.77,30180,0,0.146,0.1875,0.368,0.4602,0.627,0.1672,0.693,38.6316,0,0,True
2026-08-22,SUP_011,Mekong Packaging,Southeast Asia,Packaging,25,4.6,0.854,49.7,71.4,50.2,medium,96.34,3.29,12,19.77,30180,0,0.146,0.1875,0.368,0.5621,0.502,0.1316,0.6703,37.9251,0,0,True
2026-08-23,SUP_011,Mekong Packaging,Southeast Asia,Packaging,25,4.6,0.854,44.1,71.3,59.9,medium,96.52,3.29,13,19.77,30180,0,0.146,0.1875,0.368,0.5226,0.599,0.1316,0.6483,38.2205,0,0,True
2026-08-24,SUP_011,Mekong Packaging,Southeast Asia,Packaging,25,4.6,0.854,45.7,61.9,59.9,medium,97.16,3.29,14,19.77,30180,0,0.146,0.1875,0.368,0.5056,0.599,0.1316,0.6271,37.5744,0,0,True
2026-08-25,SUP_011,Mekong Packaging,Southeast Asia,Packaging,25,4.6,0.854,47.2,56.8,71.2,high,96.76,3.25,15,19.77,30180,0,0.146,0.1875,0.368,0.5008,0.712,0.13,0.6065,38.7219,0,0,True
2026-08-26,SUP_011,Mekong Packaging,Southeast Asia,Packaging,25,4.6,0.854,47.6,59.2,62.3,medium,98.2,3.25,16,19.77,30180,0,0.146,0.1875,0.368,0.5108,0.623,0.13,0.5866,37.3377,0,0,True
2026-08-27,SUP_011,Mekong Packaging,Southeast Asia,Packaging,25,4.6,0.854,48.1,65.6,47.4,medium,97.91,3.26,17,19.77,30180,0,0.146,0.1875,0.368,0.5335,0.474,0.1304,0.5674,35.3574,0,0,True
2026-08-28,SUP_011,Mekong Packaging,Southeast Asia,Packaging,25,4.6,0.854,48.0,57.7,50.8,medium,97.25,2.84,18,19.77,30180,0,0.146,0.1875,0.368,0.5091,0.508,0.1136,0.5488,34.895,0,0,True
2026-08-29,SUP_011,Mekong Packaging,Southeast Asia,Packaging,25,4.6,0.854,54.5,56.6,65.6,high,96.49,2.71,19,19.77,30180,0,0.146,0.1875,0.368,0.5513,0.656,0.1084,0.5308,37.3763,0,0,True
2026-08-30,SUP_011,Mekong Packaging,Southeast Asia,Packaging,25,4.6,0.854,57.3,57.4,66.2,high,95.18,3.42,20,19.77,30180,0,0.146,0.1875,0.368,0.5733,0.662,0.1368,0.5134,37.9187,0,0,True
2026-08-31,SUP_011,Mekong Packaging,Southeast Asia,Packaging,25,4.6,0.854,49.3,61.6,63.3,medium,96.34,3.42,21,19.77,30180,0,0.146,0.1875,0.368,0.5299,0.633,0.1368,0.4966,36.4622,0,0,True
2026-09-01,SUP_011,Mekong Packaging,Southeast Asia,Packaging,25,4.6,0.854,51.4,58.8,54.9,medium,97.38,3.42,22,19.77,30180,0,0.146,0.1875,0.368,0.5362,0.549,0.1368,0.4803,35.1391,0,0,True
2026-09-02,SUP_011,Mekong Packaging,Southeast Asia,Packaging,25,4.6,0.854,53.6,50.0,72.9,high,97.84,3.42,23,19.77,30180,0,0.146,0.1875,0.368,0.5252,0.729,0.1368,0.4646,37.2091,0,0,True
2026-09-03,SUP_011,Mekong Packaging,Southeast Asia,Packaging,25,4.6,0.854,52.8,54.0,60.7,medium,97.16,3.42,24,19.77,30180,0,0.146,0.1875,0.368,0.5316,0.607,0.1368,0.4493,35.3727,0,0,True
2026-09-04,SUP_011,Mekong Packaging,Southeast Asia,Packaging,25,4.6,0.854,55.9,60.1,54.3,medium,98.53,3.44,25,19.77,30180,0,0.146,0.1875,0.368,0.5716,0.543,0.1376,0.4346,34.9706,0,0,True
2026-09-05,SUP_011,Mekong Packaging,Southeast Asia,Packaging,25,4.6,0.854,54.1,58.9,61.5,medium,98.26,3.44,26,19.77,30180,0,0.146,0.1875,0.368,0.5554,0.615,0.1376,0.4204,35.459,0,0,True
2026-09-06,SUP_011,Mekong Packaging,Southeast Asia,Packaging,25,4.6,0.854,52.7,60.4,44.4,medium,98.06,3.44,27,19.77,30180,0,0.146,0.1875,0.368,0.5501,0.444,0.1376,0.4066,32.7491,0,0,True
2026-09-07,SUP_011,Mekong Packaging,Southeast Asia,Packaging,25,4.6,0.854,51.0,57.1,60.6,medium,99.15,4.07,28,19.77,30180,0,0.146,0.1875,0.368,0.5283,0.606,0.1628,0.3932,34.7139,0,0,True
2026-09-08,SUP_011,Mekong Packaging,Southeast Asia,Packaging,25,4.6,0.854,39.5,52.3,66.8,high,99.65,4.58,29,19.77,30180,0,0.146,0.1875,0.368,0.4334,0.668,0.1832,0.3803,33.9122,0,0,True
2026-09-09,SUP_011,Mekong Packaging,Southeast Asia,Packaging,25,4.6,0.854,38.9,58.2,73.9,high,101.32,6.28,30,19.77,30180,0,0.146,0.1875,0.368,0.4469,0.739,0.2512,0.3679,35.7657,0,0,True
2026-09-10,SUP_011,Mekong Packaging,Southeast Asia,Packaging,25,4.6,0.854,35.6,59.7,76.1,high,101.51,6.47,31,19.77,30180,0,0.146,0.1875,0.368,0.4283,0.761,0.2588,0.3558,35.6371,0,0,True
2026-09-11,SUP_011,Mekong Packaging,Southeast Asia,Packaging,25,4.6,0.854,30.3,61.6,71.1,high,101.21,6.46,32,19.77,30180,0,0.146,0.1875,0.368,0.3969,0.711,0.2584,0.3442,34.1805,0,0,True
2026-09-12,SUP_011,Mekong Packaging,Southeast Asia,Packaging,25,4.6,0.854,38.3,68.5,59.0,medium,100.74,6.46,33,19.77,30180,0,0.146,0.1875,0.368,0.4736,0.59,0.2584,0.3329,33.6865,0,0,True
2026-09-13,SUP_011,Mekong Packaging,Southeast Asia,Packaging,25,4.6,0.854,40.6,60.9,58.4,medium,99.34,6.46,34,19.77,30180,0,0.146,0.1875,0.368,0.4669,0.584,0.2584,0.322,33.3073,0,0,True
2026-09-14,SUP_011,Mekong Packaging,Southeast Asia,Packaging,25,4.6,0.854,40.1,57.1,50.3,medium,99.13,6.45,35,19.77,30180,0,0.146,0.1875,0.368,0.452,0.503,0.258,0.3114,31.7315,0,0,True
2026-09-15,SUP_011,Mekong Packaging,Southeast Asia,Packaging,25,4.6,0.854,37.1,57.6,57.7,medium,100.0,6.45,36,19.77,30180,0,0.146,0.1875,0.368,0.4325,0.577,0.258,0.3012,32.2531,0,0,True
2026-09-16,SUP_011,Mekong Packaging,Southeast Asia,Packaging,25,4.6,0.854,38.6,54.3,66.3,high,100.45,6.44,37,19.77,30180,0,0.146,0.1875,0.368,0.4331,0.663,0.2576,0.2913,33.3051,0,0,True
2026-09-17,SUP_011,Mekong Packaging,Southeast Asia,Packaging,25,4.6,0.854,43.2,58.5,78.9,high,100.47,6.44,38,19.77,30180,0,0.146,0.1875,0.368,0.4779,0.789,0.2576,0.2818,35.7227,0,0,False
2026-09-18,SUP_011,Mekong Packaging,Southeast Asia,Packaging,25,4.6,0.854,38.5,57.0,78.1,high,99.71,6.43,39,19.77,30180,0,0.146,0.1875,0.368,0.4405,0.781,0.2572,0.2725,34.7849,0,0,False
2026-09-19,SUP_011,Mekong Packaging,Southeast Asia,Packaging,25,4.6,0.854,38.4,51.5,82.6,high,99.88,6.43,40,19.77,30180,0,0.146,0.1875,0.368,0.4233,0.826,0.2572,0.2636,34.9624,0,0,False
2026-09-20,SUP_011,Mekong Packaging,Southeast Asia,Packaging,25,4.6,0.854,42.5,52.3,74.7,high,100.65,6.42,41,19.77,30180,0,0.146,0.1875,0.368,0.4544,0.747,0.2568,0.255,34.2731,0,0,False
2026-09-21,SUP_011,Mekong Packaging,Southeast Asia,Packaging,25,4.6,0.854,32.6,53.6,67.1,high,100.98,6.41,42,19.77,30180,0,0.146,0.1875,0.368,0.389,0.671,0.2564,0.2466,31.8934,0,0,False
2026-09-22,SUP_011,Mekong Packaging,Southeast Asia,Packaging,25,4.6,0.854,33.2,58.8,70.2,high,101.11,6.4,43,19.77,30180,0,0.146,0.1875,0.368,0.4088,0.702,0.256,0.2385,32.5496,0,0,False
2026-09-23,SUP_011,Mekong Packaging,Southeast Asia,Packaging,25,4.6,0.854,31.9,60.3,64.6,medium,100.5,6.39,44,19.77,30180,0,0.146,0.1875,0.368,0.4042,0.646,0.2556,0.2307,31.5529,0,0,False
2026-06-01,SUP_012,Andes Copper,Latin America,Raw Materials,13,1.6,0.738,47.8,43.4,49.1,medium,100.22,0.0,999,33.64,93844,0,0.262,0.0375,0.2462,0.4648,0.491,0.0,0.0,23.3169,0,0,True
2026-06-02,SUP_012,Andes Copper,Latin America,Raw Materials,13,1.6,0.738,31.8,37.5,56.3,medium,100.93,0.0,999,33.64,93844,0,0.262,0.0375,0.2462,0.3351,0.563,0.0,0.0,21.9903,0,0,True
2026-06-03,SUP_012,Andes Copper,Latin America,Raw Materials,13,1.6,0.738,34.8,42.6,76.1,high,103.25,0.0,999,33.64,93844,0,0.262,0.0375,0.2462,0.3714,0.761,0.0,0.0,25.4157,0,0,True
